Comments,Labels
"Mo ti penser ou ene patriote, mais a la fin, ou osi ou pareil. Eski pm la ki entor la??? Ti dire tou dimoune continuer servi mask, eski population ine ecouter?",0
Sanjeev Nunkoo sorry bro ti alle Manger.. Non bro pm entor MO pou dir ou y premier dabor ou dir ou covid free ou frontier ferme means dimune save cuma Rodrique... Aster seki li ti bizin fair li dir dimune aret mete mask lepok Nov Dec.. Ziska nuvel dordre Kan zafer LA ti moin pas n banane fair met mask pou narien aster Kan problem re met mask enkor,0
"Padmah Shree Bonsoir Madame, le Pm cest le papa de la nation Mauriciens., cest dans sa context ki nous pe kozer pas lors so la vie privee",0
So conference personne pas ti met mask y.? Lexample vien dans Haut kifair gard pas ti bez tous minis 50 k lamane,0
🤣🤣🤣🤣🤣,0
50k la tro tigit sa. Couoe la paye 1 mois direk,0
Sanjeev Nunkoo Zis la main propre ki finn met mask...la..,0
"Zeenu Zeenad
Ou faire riyer
Le papa ?
Non
Il est pm - it’s a professional post and not a familial relationship .",0
"Bon, mo kit zot, bonne continuation",0
Sanjeev Nunkoo Mon Ami lor Rodrigues la pas fine comprend ou,0
"Deenarain Lokee wai....li propre net...mr propre! ramGOOlam, duvil, bad ein senior et junior
En fin, tou mem la sauce sa...pomme damour, ki pra20 tou",0
"Padmah Shree ou p croire divorce ek Malad pareil. Ou ki p coz, non sence LA si arrive ou Mari prend lot fam alle dans piscine ou croire zeenu aussi so Mari bizin fair sa",0
"Rajen Pillay
Mo ine rate sa. Laisse mo re check. Sorry mo re ale guete ene coup",0
"Sanjeev Nunkoo Sorry ,
pas pou ou mais Raoul Rishi.",0
"Raoul Krishi
Ou bizin relire sa ki mon dire
Mon dire dimoun bizin servi zot l’esprit et non pas suivre pm
Li pas en tort si ou pas met ou masque
Dans sa cas la l’exemple certainement pas vient du haut
À ce point mon dire si li divorcer ber lexample c’est tout mauricien suive li alors ?
Si ou Ena common sense servi li
Si ou Peña ber tant pis",0
Padmah Shree ou ki Pena sence du moment ou dir dimune ou covid free no need met mask si ou frontier ferme cot Malad pou rentre.. Alor oune prend lexample divorce ki Pena narien a voir avec madam LA so comment. Lexample vien en Haut line bien dir Kan ou pm ti fair conference sun trust zot ti met mask?,0
"Raoul Krishi
Kan Brino ti faire la marche zot ti met masque?
Ine faire festival eu concert eski zot ti met mask ?
Et pas mo pm sa svp
Pas nécessairement mo bizin talk 💩 or otherwise I’m supporting him .
Avant suntrust ti Ena comien la marche , défiler ,concert etc

My comment wasn’t about where the virus has come from
It was in response to “ lexample vient d’en haut “!

You can wallow in your gossipy propaganda all you want
Goodnight",0
Padmah Shree oui MO ti met ask LA Marc.. B conference pas ti gaine Briani boir comie bus ti Aller ti met mask.. Tania n Allan ti fair enkor ti met mask..? Apres Kan ou pm dir covid free ki ou conprend par covid free.? Par ki ou conprend..,0
Pas moi ki ti alle lor BBC ti p tape lestoma dir cot nous save,0
Padmah Shree ya n my comment was abt divorce ki pas ti relie a madam LA so comment samem in dir ou Mari prend fam alle dans piscine si nous bizin fair pareil sur ce goodnight 👉🤞,0
"Raoul Krishi
Ou l’esprit in vine la soup alors Coz avec ban les autres l’esprit la soupe couma ou mem .",0
Padmah Shree lol oui ou lesprit ki ti 🚽 Kan ou ti p coz divorce r madam LA alor next time pas coz diare 👉🤫,0
Deenarain Lokee oui ce vrai bro,0
"Sanjeev Nunkoo b cuma covid in rente,, kisanla in faute😂🤣",0
Deenarain Lokee You can only argue with an objective person.,0
Nashaad Nas Laisse li Bro.... ene Maha Chatwa sa!,0
Rajen Pillay ki mone dir de Mal lor Rodrique en contraire none dir de bien 🤔,0
Sanjeev Nunkoo ki senn la ki resposab ki senn la ki inn donn permisyon bann indien vinn moris pa al Dan 40 enn,0
"Raoul Krishi Mo ine dire , ki pas fine comprend . Jamais pas dire ou de mal.",0
Rajen Pillay ah OK non mine zis trv pou raoul same MO p ask,0
Raoul Krishi O.K dear,0
Taler li pou vinn anons lockdown.,0
Ti ena ene bourik ki ti dir sa lor TV 5 monde🙄 COVID SAFE,0
Boolauck Nirmal bourik chauve la lol,0
Donna Maria So COCO meme VIDE😂🤣😂,0
Boolauck Nirmal lol,0
"Donna Maria Eutaa, mois osi mo coco chauve☹️😁",0
Deenarain Lokee to pa ti kozer lor tv 5 toi lol,0
Ayo..... Bateau fine re-tasse lor recif....... Moris ne pli covid safe..... ki Pinok pou raconte BBC aster?????,0
Appel sa pression de Prend Compte Lépep...! Li pou obligé kozé la...! Le PM fera une declaration ce soir en urgence.!,0
Boss ou pas reste Maurice???,0
Satyadev Shailesh Mussai Kifer ou dire sa..Brother..?? mo habite a Quatre Bornes..call moi sur le 59087764 si ou pa croire...merci,0
Boss couma dir ou p contan kan oune mette sa post la!!!!!,0
"Kaéla Van Schelbeck Non...Mo bien enkoler...li ti pe tap lestomac...aster couma regagne case...li al kachiete..! Eski ou trouve sa normal..??? Sa poste la...mo finn met sa pou montrer mo franchise de seki mo senti..! Sak fois li dire ki tous dimoune bizin met masques...eski li met masques li??? eski dans vacoas..tous so bann partizans ti met masques??? alle comprend kifer mo finn ecrire sa ,Brother...Merci",0
Li 1 grand coupable li koné ki li fine fer pareil kuma kaya zot pa al lenterma,0
Li trop kokin,0
Aster Li pour tape la tête contre ...contre la tête !?,0
"Ti dimun pay quarantaine ek rest quarantaine, lot koté capitalist, ena ki mem pa met mask dan airport la quand marC sorti ek lev paké aller...
Mo ti truv sa devan moi !!
🤬🤬🤬🤬🤬",0
Mo croire pilonkio ine gagne covid sa!li p isole li,0
Net,0
Taeyyyy MO enkor p atan conference LA,0
Li ggn tartari do bhai.. 🤣,0
Ironie du sort... Navin était PM quand les deux cases FYLÉ de Pravin.. (Accident 1996 et Angus Rd) whom you will believe.??,0
Pour moi personnellement nous bzn arête penC ki ena zis pravin navin paul ki kav diriz sa pays la..,0
"Avishen Ramen
OK.. Kisana Ou Ena en tet...?",0
ki v dir ki navin pa ingere li dan fonctionnement bann institution...,0
"I scratch your back, you scratch mine!!!",0
Vinay Ajoda pa menti,0
Boss sa p scratch nuts sa 🙄🤔🤔🤷‍♂️🤣🤣,0
Mo pas compran kifer avec tout sa banne supposément fausse allégations ki normalement pe détruire réputation ministres premier ministre et autres bannes la pas poursuivre zotte toute suite ainsi lave zotte lonaire et réputation. Surtout ki encore ème fois PJ pe defane YS. Ça Vé dire ki li sire so l'innocence...aleo famille si to sire poursuivre zotte L'île Moris ine plein. Commence porte lor nerf.,0
Serge Goder ah bon🤔🤔 si zot ti inocent zot ti pou vin repon direc pa casiet es fr zuer comunal pou sorti dan zot manti pinokio menter yogida voler criminel,0
Navin ki vine faire dans tou seki p déroulér dans moris.. Asser à ek diversion pas vine comporte zot kouma bane fans ene leqip football vine koze 10 ans de cela. Nou ouler koz seki p passer actuellement,0
Tou les 2 deux gran pilon 🤣🤣,0
V dir navin pas intervenir dan zafer la police..si la police q fauter...,0
Pareil couma tou les 5ans enn Messi vini touzour dynastie népotisme badhain so Piti ou trouve sa vaut enn politicien li,0
EN SEL lekip sa lepep ki COUYON 🤔🤔🤔,0
"Jacks Sparrow PEP BOURIK
RODERRR BOUTE!!!",0
Let Navin n Paul deny that they did not know at the time or since. Guilty of silence.,0
"Abdul Samad Lalloo Always together,
Same flock",0
Navin pas fer vengeance politique li ni interferre dan aucun lenquete,0
Thaven Moonesawmy exacte,0
"Thaven Moonesawmy
Eski Navin pa ti bizin declare en publik so support pou Avengers dan zot kombat pou la zistice.
Ki de konkret PTr pe fer.
Ene la mars et apre???
Esperon zot stratezie C pa kapitalise lor travail Avengers.",0
Abdul Samad Lalloo support la deja publique,0
"Thaven Moonesawmy Quoi ,sauf quand ti bizin zet controller CNT dans Sodnac",0
"Abdul Samad Lalloo Concrete !
Fat yen.......",0
Rajen Pillay arrete repete ban mensonges cki so.ban opposant in dir,0
"Thaven Moonesawmy ki mensonge ?
Name it .I will give the lie",0
"Thaven Moonesawmy
Zot ti divan Catedral, la cour Moka, ou a la Louise.??
Ou zot dan zot salon ou pe fer declaration ou konferans de Press ?

Dimoune fer pareille le 13. Avek zot mai rest lacaz et get lor fb.",0
"Thaven Moonesawmy Zistoire?
Guet nou camarade Vinay Ajoda, preuve avec video.
Mo croire sa capave aide ou et meme les autres
Comprend plis .........",0
"ZAKO PROTEZ MONTAGNE..
APRES ZAKO MANGE ZOT ENTRE ZOTS MEM!!
PIK LATRINE MEM GAGNE VOMI.!!!!",0
Moi mo dir bour zot tou dans caso pli fasil 😂😂😁😁,0
"La preuve même qu'ils sont pas des ""visionnaires""....
Jamais a cette époque il aurait imaginé le traitement qu'il allait subir par les JUGNAUTH notamment l'épisode quand on l'a tiré du lit et exposé pour en fait l'humilier ""la tête dans le cul""......
Qu'on aime ou n'aime pas RAMGOOLAM, il y a des limites a tout dans une vengeance.
Quoique l'on dise son patronyme fera toujours partie de l'Histoire de Maurice et sera rattaché a l'Indépendance, en bien comme en mal, mais elle avait le mérite d'exister......
Qu'on les lâche entre eux tout seul, une ou deux semaine dans une petite Île comme l'Île Ronde ou Île Plate, et qu'il règle leurs différents et on revient pour compter les points......
😉🤣😂",0
"Christian Bernard zote fine mange dans meme KATORI
Zote mange dans meme KATORI
Zote plat prefere dans zote KATORI
C'est RACE KOUYON
Cuisinier les AVENGERS O.K
(KOTORI MEANING GARDE MANGER)",0
"Rajen Pillay bien sûr mais nonobstant qu'ils ont un agenda, il faut reconnaître que personne n'aurait pu faire ce travail d'enquête. Leur notorité les protège et permet qu'ils soient écouter. Si c'était des petits couillons avocats inconnus, le résultat n'aurait pas été aussi important. Alors pour cette partie là voyons le bon côté des choses......après qu'ils retournent dans leur business respectif.......
😉👍🏼👍🏽
🇫🇷🇲🇺💖",0
"Christian Bernard Preuve !!!
Suspicion , Doute , Perception , Body language
C'est pour la galerie
S.V.P Attendons le raport final de La Magistrate
Pour mieux comprend .Merci",0
"Rajen Pillay on est en plein dedans, après l'audience de cet après-midi a Moka 😉👍🏼👍🏽",0
"Même couyonade tout les 2.
Bonée blanc + blanc Bonée
Mo gagne malocoeur are zot 😫😳😡",0
Benoît Seechurn Rohi ki bizin pren aster. sa ban ptr mmm msm pmsd la fini pouri sa.,0
Kim Fulbert Lee-Baw Roshi même pe rentre ar zot.,0
"Benoît Seechurn Roshi bizin adapter li au system. ici kot mo rester dan vilaz bambous, la majorité dimoun pena logique. zot dir bizin remet ramgoolam.pourtant zot fess in bien kaC ar sa Ramgoolam la.p bizin pass ar ban gro parti la pou ki kapav met sa gouvernman la dehor.",0
"Kim Fulbert Lee-Baw quand fini bour sa gouvernement dehors bizin ene nouveau premier ministre avec 1 nouvelle vision.
Bizin 1 premiers ministres qui pou à l'écoute du peuple et qui pou comprend difficulté du peuple.",0
Zot mange lor meme la table sa bane la Mais ene coup la dans zot casse fesse navin avec so cofford,0
Les 2 font la pair comme mes 2 boul 🤣🤣,0
They are ALL the same,0
Mo gratte to ledo - to gratte mo ledo,0
Bon et... blanc = Blanc bon et... Sab se ba ra rou pa ya....,0
Mo ti dir ça n cam lot zur.n partisan mmm,0
Sakene couvert so camarade.sa meme apel politicien,0
Satyam Nundah PolitiChiens pluto.,0
Ki so navin so pravind tou meme ggt dpi 52 ans zis ca 2 fami la ki p boire disang lepep,0
Tou les 2 ban biver di sang!,0
Opposition loyale 🤣🤣🤣,0
Abé zot manz dan mem lassiette,0
"Sa meme l'epoque la
Pour Rama ousi fine filler ene case",0
"Sa case 2016 quand li ti alle dans cachot et Yatin Varma ti alle défendre li?

https://youtu.be/uXm9sZjn_uk",0
"Vinay Ajoda
Ena ki fine perdit memoire
Mais boucou declare pas konne li
Certain met zote la tete embas dans trou
Pour reste tranquil et soutenir connerie
Alla preuve et guet Yatin Varma pe defend
Missie Rama .
ENSEMBLE ZOTE PE NANA DANS MEME KATORI
ZOTE REPAS SE CHATWA IMBECILE.",0
Camera pas ti p travail sa lheur la,0
"Comier fois mo pou dir sa🙄 Navin ek pravin ene sel sa bhai😂🤣😂 Zt ensaam zt., P mange dans ene sel lasiette... Zis Le peuple ki dificile pou compren...P cree division ek la guerre😥arete nourie sa banla zt le vers😞 Zt cumadir British., DIVIDE AND RULE🇬🇧",0
Deenarain Lokee....ou fer mwa manziner ki r ou..pa voler ki en tort....mais dimoune kot ki voler la ine kokin.......kapav l'esprit bourik coum sa ??? Arete post n'importe ziss pou gagne role dow....ale vieille ti zenfan do.,0
C travay la police et licac pa 1er ministre ki pou alle fer l'enquête lor accident et corruption,0
Li ti ene regle ki aucaine premier ministre pas denonce ou prend action contre predecessor. Seki fine encourages banne corruption. Tous anciens PM coupable.et condanable Melrose.,0
Tout le 2 pas bon,0
"Les 2 ban suceurs disang depuis des décennies, bizin Changement Radical!
Vote Rajiv Lallsa !",0
C'est par accident ki NR fine alle fermer. Normalement l'éponge nettoye tout,0
Ou pé koz zaffaire coffre-fort ou lot zaffaire?,0
"Vinay Ajoda coffre-fort ,pas narien. Mo penser li boucou pli riche. Personne pas pou dénoncer.",0
Raja Pillay Macarena ti fermé parce qui Pinokio ti envie faire vengeance. C'est Macarena qui ti faire ferme Pinokio et Maya Biscuit dans scandale MedPoint. Sa 2 zouave zenfan gaté fils-à-papa croire ki Maurice et banne institutions appartenir à Mari So Mama (MSM).,0
Bruno Laurette pe commence koz imbecilite. Ki li conner lor Boda ?,0
Li fek fanne kk encore?,0
"Bruno aine victime
Par innocence.
Li couma ene chameau
Ki zote pe servit pour traverse aine desert",0
Rajen Pillay. Bruno ena so reserve dilo.,0
Kemal Nujjoo Ti pou bon.,0
Kemal Nujjoo c ki coner coner,0
Aster Avengers p vine yap yap??? 😂😂😂,0
Navin pas ti konner parvin ti 1 crocodile 🐊.,0
Li bizin demissioner.,0
Ki lepep p atan pou tir zot manger bisin organise n escadron pou elimine zot. Pa trouvee bane poison ki p fini nou la justice,0
Emmanuel Marie Ramdoo sann la ..mo pas dakor ek ou Frere..!,0
Deenarain Lokee kan ou ena n koulou dan ou li pied ki empeche marcher ki ou faire ou marche avec ou ou enleve li,0
Deenarain Lokee ki solution avec ca bane pouritir la,0
Emmanuel Marie Ramdoo Oui..mais pas servi le mal..sa kapav vinn grave sa frere..,0
Deenarain Lokee kan ena mauvais l'herbe dan ou jardin ki ou faire ou laisse li pousser ou ou arrache li pou garde ou jardin proprr et zoli,0
"Emmanuel Marie Ramdoo
Ene comment illegal sa frer.
Delete li toute suite. La peau lisse capave arrete ou toute suite et ene case penal servitude sa. Ecoute mo conseil au plus vite",0
Cader Sheik Dasmahomed la police ki bisin aret moi ou c moi ki bisin aret la police pou zot bane travail cover up ki zot p faire.dan les autres pays la police gagne batez r lepep zis lepep mauricien ki mouton,0
"Zot p boir disan population, zot pa le dacor ki zot p fane e lorla zot p gain mari bon pou fr saki zot le, abe kuma zot pou bouze kit zot post",0
Faez Dauharry c n abus du pouvoir ena n limite lepep kapav siporter. La police p depasse la limite a zordi et zot p gate l'image la force policiere.,0
"Emmanuel Marie Ramdoo sa wai saki decevan parte pna oken moyen pou corize sa,",0
Faez Dauharry toute problem ena solution bro. Bisin chercher et apliker,0
"Emmanuel Marie Ramdoo dacor mai letemp p zoue contre e long r zot ban strategy noye lepep, e plis ban ki contre (chatwa)",0
Faez Dauharry bisin ena patience et suport ca panel avocat la.le 31 lepep bisin montrer zot participation pou c ki ca bane avocat la p faire bisin ena plis dimoune ki 29 août au moins 250 mille dimoune la la police pou bisin peur,0
"Emmanuel Marie Ramdoo sa bien , mais le 13feb ausi bizin soutenir opposition, selma bcoup person p rod fr marche arrier acause zot form parti dinosaur, pou bizin fr li come n treve savedire enemi enemi fr qualition pou zet n lot enemi , pa ve dire si bizin ale le 13feb ki nou pou met li o pouvoir, bizin servi zot apre zet zot par limpost met nuvo lekip",0
